Event	ID	Name			Wwise Object Path	Notes
	652591751	AMB_UnrealHolograph_FadeIn			\Ambience\Emitters\Highrise\Static\UnrealHolograph\AMB_UnrealHolograph_FadeIn	
	1040217121	AMB_Highrise_Spawn			\Ambience\Rooms\Highrise\Indoors\AMB_Highrise_Spawn	
	1196422761	AMB_PhoneBox			\Ambience\Emitters\Highrise\Static\AMB_PhoneBox	
	1571611116	AMB_WindGusts_Spline			\Ambience\Emitters\Highrise\Dynamic\AMB_WindGusts_Spline	
	1699197345	AMB_StreetLamp			\Ambience\Emitters\Highrise\Static\AMB_StreetLamp	
	2038711805	AMB_Highrise_Room			\Ambience\Rooms\Highrise\Indoors\AMB_Highrise_Room	
	2448096698	AMB_Highrise_Atrium			\Ambience\Rooms\Highrise\Outdoors\AMB_Highrise_Atrium	
	2759038044	AMB_UnrealSign			\Ambience\Emitters\Highrise\Static\AMB_UnrealSign	
	2992962930	AMB_BarrierFence			\Ambience\Emitters\Highrise\Dynamic\AMB_BarrierFence	
	3641000233	AMB_UnrealHolograph			\Ambience\Emitters\Highrise\Static\UnrealHolograph\AMB_UnrealHolograph	
	3686232698	AMB_UnrealHolograph_FadeOut			\Ambience\Emitters\Highrise\Static\UnrealHolograph\AMB_UnrealHolograph_FadeOut	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	425050702	AMB_UnrealHolograph_FadeOut_OS	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\Emitters_UnrealHolograph_FadeOut_OS_C706C5CF.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_UnrealHolograph\AMB_UnrealHolograph_FadeAnimations\AMB_UnrealHolograph_FadeOut_OS		1008096
	429780900	AMB_StreetLamp_Buzz_OS_6	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_StreetLamp_Buzz_OS_6_10C4C929.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_StreetLamp\AMB_StreetLamp_Buzz_OS\AMB_StreetLamp_Buzz_OS_6		240096
	456057735	AMB_UnrealHolograph_Main_LP	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\Emitters_UnrealHolograph_Main_LP_825A38FC.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_UnrealHolograph\AMB_UnrealHolograph_Main_LP		1897576
	515725994	AMB_StreetLamp_Buzz_OS_7	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_StreetLamp_Buzz_OS_7_10C4C929.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_StreetLamp\AMB_StreetLamp_Buzz_OS\AMB_StreetLamp_Buzz_OS_7		144096
	537312981	AMB_PhoneBox_DialTone_LP	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_PhoneBox_DialTone_LP_730BDA3F.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_PhoneBox\AMB_PhoneBox_DialTone_LP		1891612
	539953251	AMB_PhoneBox_ErrorTone_OS	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_PhoneBox_ErrorRecording_OS_C35F038A.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_PhoneBox\AMB_PhoneBox_ErrorRecording_LP\AMB_ErrorRecording_Sequencer\AMB_PhoneBox_ErrorTone_OS		242204
	619272686	AMB_UnrealHolograph_FadeIn_OS	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\Emitters_UnrealHolograph_FadeIn_OS_5920140F.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_UnrealHolograph\AMB_UnrealHolograph_FadeAnimations\AMB_UnrealHolograph_FadeIn_OS		1196876
	928573754	AMB_WindGust_LP	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_Emitter_WindGusts_DEC75B5C.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Dynamic\AMB_WindGusts\AMB_WindGust_LP		4992144
	992552206	AMB_PhoneBox_ErrorRecording_OS	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_PhoneBox_ErrorRecording_OS_4F030B8A.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Static\AMB_PhoneBox\AMB_PhoneBox_ErrorRecording_LP\AMB_ErrorRecording_Sequencer\AMB_PhoneBox_ErrorRecording_OS		1681360
	1041432378	AMB_BarrierFence_LP	C:\Users\Chord Shore\Documents\Unreal Projects\ShooterGame\ShooterGame_WwiseProject\.cache\Windows\SFX\AMB_BarrierFence_LP_3860FEB7.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Emitters\Highrise\Dynamic\AMB_BarrierFence\AMB_BarrierFence_LP		1965552

